#Objective1, #Objective2, #Objective3, #Objective4, #Objective5, #Variable1, #Variable2, #Variable3, #Variable4, #Variable5, #Variable6, #Variable7, #Variable8, #Variable9, #Variable10, #Variable11, #Variable12, #Variable13, #Variable14, #Variable15, #Variable16, #Variable17, #Variable18, #Variable19, #Variable20, #Variable21, #Variable22, #Variable23, #Variable24, #Variable25, #Variable26, #Variable27, #Variable28, #Variable29, #Variable30, #Variable31, #Variable32, #Constraint1, #Constraint2, #Constraint3, #Constraint4, #Constraint5, #Constraint6, #Constraint7, #Constraint8, #Constraint9, #Constraint10, #Constraint11, #Constraint12, #Constraint13, #Constraint14, #Constraint15, #Constraint16, #Constraint17, #Constraint18, #Constraint19, #Constraint20, #Constraint21, #Constraint22, #OverallConstraintViolation
-17154001.439432,1399471.166080,81655585.803565,66.057862,-0.306010,0.704435,0.843513,0.526081,0.376054,0.608542,0.655580,0.343947,0.379686,0.344639,0.495090,0.647556,0.500986,0.261974,0.913541,0.342933,0.519879,0.560449,0.419202,0.462339,0.536525,0.361244,0.390113,0.615220,0.369767,0.175960,0.395503,0.817975,0.710417,0.367442,0.293636,0.428924,0.311666,10.611621,15.235038,0.045135,0.149408,0.583964,0.762715,0.504823,0.653882,0.729062,0.900743,0.263621,0.451075,0.019415,13.942138,0.002236,0.009654,6.562082,0.004470,0.004495,0.000591,0.002258,17154001.439432,0.000000
-17761033.269765,1389926.979616,93758498.608689,68.473526,-1.598722,0.685192,0.912037,0.443508,0.024281,0.985697,0.624623,0.203400,0.214821,0.092538,0.236156,0.509886,0.602308,0.187391,0.899689,0.716586,0.732049,0.591931,0.457246,0.691639,0.802285,0.147329,0.385682,0.280969,0.402941,0.167206,0.503538,0.888010,0.975172,0.348028,0.440977,0.382784,0.349706,11.787367,15.473359,0.188734,0.220094,0.681940,0.831801,0.606497,0.730579,0.866352,0.958781,0.797845,0.355762,0.028138,11.526474,0.001854,0.025555,6.391313,0.004670,0.004698,0.000744,0.002105,17761033.269765,0.000000
-13925617.502564,1328998.775531,75154469.698495,57.323564,-0.516567,0.875887,0.682277,0.443572,0.308910,0.342185,0.634014,0.542646,0.202568,0.638662,0.583124,0.838032,0.356692,0.315640,0.974903,0.219085,0.295918,0.512068,0.649344,0.130609,0.660514,0.335059,0.513981,0.674108,0.280831,0.131804,0.682188,0.740078,0.798926,0.436753,0.352817,0.266701,0.298365,10.177373,16.402581,0.006561,0.175331,0.643576,0.770970,0.560469,0.666417,0.820281,0.919711,0.403435,0.448559,0.226364,22.676436,0.002967,0.002499,2.157759,0.003958,0.003972,0.000505,0.002344,13925617.502564,0.000000
-13154198.686468,1331731.149075,73380266.840455,59.275045,-0.774395,0.757392,0.925743,0.367118,0.131215,0.421305,0.489114,0.563484,0.242606,0.597474,0.574542,0.657227,0.350987,0.221271,1.000000,0.327882,0.231513,0.967881,0.888409,0.011425,0.825763,0.263213,0.450482,0.648593,0.303020,0.137181,0.813968,0.747342,0.964759,0.418015,0.385554,0.291088,0.330134,10.859778,16.294805,0.043268,0.199108,0.673602,0.776086,0.587838,0.672980,0.854159,0.926918,0.539017,0.386207,0.119685,20.724955,0.001931,0.000793,1.569714,0.003930,0.003971,0.000403,0.002446,13154198.686468,0.000000
-15379748.421442,1448839.609786,73458356.029121,60.371815,-0.586944,0.879279,0.881935,0.457641,0.357003,0.639615,0.771909,0.355866,0.385213,0.398457,0.370340,0.817722,0.476865,0.373840,0.933573,0.252514,0.595680,0.667200,0.672585,0.431934,0.858329,0.144551,0.457761,0.723867,0.304904,0.165696,0.867520,0.701818,1.000000,0.500332,0.381155,0.336832,0.188208,12.197530,15.467756,0.072066,0.177854,0.664584,0.767399,0.572008,0.657453,0.847390,0.922005,0.443976,0.407271,0.127448,19.628185,0.006103,0.004540,7.065769,0.004392,0.004398,0.000694,0.002155,15379748.421442,0.000000
-10623182.876635,1311006.357520,71401680.780114,54.076320,-0.043740,1.000000,0.711540,0.390691,0.240441,0.313178,0.564687,0.475339,0.186060,0.782495,0.527013,0.992015,0.339180,0.324138,1.000000,0.146492,0.255034,0.617489,0.790618,0.000000,0.774378,0.320253,0.525363,0.766166,0.247648,0.113122,0.788793,0.698088,0.900689,0.497016,0.310884,0.227026,0.257185,10.373359,16.941769,0.030352,0.171954,0.599827,0.738714,0.516443,0.632173,0.764009,0.890663,0.042797,0.438096,0.343206,25.923680,0.003378,0.000225,1.504784,0.003807,0.003822,0.000415,0.002434,10623182.876635,0.000000
-15229878.037032,1400634.729022,82779443.305479,64.752561,-2.093369,0.616995,0.893817,0.340421,0.222981,1.000000,0.685902,0.503035,0.076549,0.405125,0.133315,0.877424,0.841791,0.273683,0.870187,0.727104,0.878861,0.620394,0.468060,0.409931,0.966304,0.206533,0.471430,0.380937,0.403436,0.066053,0.383976,1.000000,0.892624,0.605155,0.464798,0.470040,0.251602,11.477988,18.455223,0.158848,0.247854,0.745606,0.840172,0.665460,0.743803,0.911942,0.962666,0.876729,0.484328,0.013530,15.247439,0.007238,0.038316,4.172535,0.004547,0.004570,0.000763,0.002086,15229878.037032,0.000000
-14292743.827669,1429317.413313,68506321.860711,57.251168,-0.333444,0.907109,0.822836,0.469913,0.436272,0.446404,0.741817,0.525332,0.368181,0.509925,0.538332,0.893417,0.446818,0.351870,0.940556,0.129809,0.493165,0.688701,0.773329,0.311109,0.810136,0.219649,0.501298,0.816244,0.279279,0.133581,0.856138,0.695918,0.978652,0.505336,0.348752,0.322207,0.201354,11.648732,16.395624,0.055518,0.171897,0.657939,0.743974,0.562790,0.634497,0.834120,0.902054,0.283548,0.415920,0.215331,22.748832,0.004731,0.001329,7.224698,0.004215,0.004222,0.000633,0.002216,14292743.827669,0.000000
-13688270.784807,1379891.074433,69391975.860145,60.580619,-0.863047,0.829866,0.824543,0.407387,0.301166,0.485547,0.675723,0.470998,0.356517,0.636809,0.396693,0.767256,0.487267,0.399660,0.976896,0.240446,0.199623,0.619134,0.608158,0.148120,0.593945,0.255094,0.388265,0.629596,0.286121,0.220833,0.583860,0.807070,0.820271,0.513436,0.369358,0.294935,0.339275,11.185902,13.832628,0.018447,0.176641,0.695577,0.782043,0.607444,0.679421,0.866574,0.927407,0.578125,0.472834,0.145469,19.419381,0.008496,0.001562,5.376701,0.004204,0.004215,0.000611,0.002238,13688270.784807,0.000000
-15566659.688038,1401508.656145,74216836.409710,61.881387,-0.342772,1.000000,0.820885,0.429850,0.147237,0.808659,0.812005,0.335382,0.332163,0.486079,0.198511,0.779478,0.400689,0.366489,1.000000,0.438010,0.158362,0.660047,0.846117,0.244018,0.976734,0.106513,0.222150,0.639511,0.287855,0.258077,1.000000,0.649477,1.000000,0.581400,0.372628,0.162438,0.328176,12.859083,12.854075,0.064209,0.152107,0.643144,0.743352,0.552673,0.635987,0.829070,0.906598,0.290200,0.438540,0.123819,18.118613,0.005106,0.001266,5.952033,0.004400,0.004409,0.000705,0.002144,15566659.688038,0.000000
-17720058.891773,1319067.321973,95122072.068906,66.966640,-0.692278,0.674030,0.750273,0.631470,0.197716,0.524338,0.562934,0.180601,0.278115,0.271660,0.567451,0.602483,0.453596,0.158260,0.724550,0.483849,0.726832,0.366976,0.163545,0.460500,0.617699,0.342794,0.432551,0.383351,0.393222,0.147696,0.422789,0.738858,0.617976,0.325033,0.377873,0.332935,0.195461,10.602224,16.031968,0.201519,0.147000,0.595872,0.813183,0.524515,0.680516,0.782029,0.946031,0.499565,0.467481,0.154382,13.033360,0.000191,0.002721,3.386034,0.004281,0.004302,0.000633,0.002216,17720058.891773,0.000000
-16645759.158208,1371873.698798,78789339.755849,67.404117,-1.435626,0.651883,0.862770,0.430377,0.163589,0.740566,0.613514,0.365736,0.246301,0.517504,0.239238,0.825511,0.644709,0.435182,0.953036,0.596277,0.493220,0.734490,0.455662,0.357938,0.748196,0.187469,0.335061,0.390721,0.398461,0.148853,0.552744,0.849450,0.862605,0.515878,0.434803,0.304317,0.256192,12.086608,16.075732,0.134037,0.187491,0.718212,0.827350,0.635360,0.725817,0.893297,0.956785,0.762034,0.458778,0.067918,12.595883,0.011508,0.013274,6.959465,0.004763,0.004777,0.000670,0.002179,16645759.158208,0.000000
-14045764.281128,1363572.253550,73954969.809570,62.293316,-0.927383,0.813603,0.852825,0.330625,0.116255,0.821151,0.698118,0.271418,0.469823,0.262587,0.221755,0.486598,0.408986,0.299903,0.802535,0.355508,0.552283,0.631571,0.475312,0.332955,0.642610,0.099306,0.434795,0.670333,0.293941,0.252679,0.703648,0.860910,0.778898,0.453086,0.353736,0.353983,0.327851,11.181082,12.825841,0.035984,0.192202,0.677065,0.785215,0.594126,0.684159,0.845410,0.926217,0.604412,0.462613,0.146052,17.706684,0.006294,0.008399,2.623826,0.004079,0.004112,0.000512,0.002337,14045764.281128,0.000000
-14039347.918735,1391795.535591,73388648.171302,58.689963,-0.445423,0.894560,0.815966,0.429269,0.365197,0.476389,0.647540,0.357641,0.359863,0.470613,0.493879,0.861882,0.484711,0.242466,0.940556,0.133437,0.729965,0.729891,0.621545,0.324932,0.718205,0.234436,0.546959,0.772600,0.304477,0.115022,0.714699,0.769565,0.937799,0.475869,0.330271,0.352666,0.149056,11.025348,16.910458,0.048566,0.185266,0.640388,0.767420,0.554303,0.660124,0.808762,0.901967,0.359447,0.417447,0.314990,21.310037,0.002349,0.002343,4.965755,0.004099,0.004129,0.000507,0.002342,14039347.918735,0.000000
-12301686.691509,1340358.475440,78473224.488816,56.400368,-0.876091,0.879541,0.770047,0.398375,0.234444,0.364551,0.613040,0.488652,0.243146,0.730157,0.456664,0.881526,0.383646,0.371345,0.985208,0.197536,0.218823,0.616574,0.676241,0.070372,0.690199,0.246178,0.503039,0.654280,0.259614,0.157430,0.704042,0.763858,0.850685,0.485202,0.392241,0.247801,0.292928,10.825923,15.634177,0.046463,0.192782,0.661806,0.791055,0.580836,0.688078,0.845108,0.936034,0.583592,0.450413,0.129079,23.599632,0.005777,0.001374,3.469584,0.004050,0.004062,0.000550,0.002299,12301686.691509,0.000000
-16773528.957493,1336413.151437,79518199.944468,64.114187,-1.084310,0.663812,0.852323,0.483833,0.126060,0.616090,0.557845,0.429445,0.234642,0.368564,0.460401,0.672930,0.464659,0.238288,0.950986,0.431190,0.551125,0.660182,0.414003,0.454332,0.761507,0.192804,0.494307,0.434196,0.379346,0.099828,0.535728,0.865997,0.850204,0.287981,0.373199,0.358902,0.286095,11.281012,17.410965,0.171744,0.196538,0.678803,0.807697,0.599405,0.706538,0.851484,0.941698,0.661865,0.369845,0.183430,15.885813,0.002319,0.014631,5.704645,0.004610,0.004632,0.000732,0.002117,16773528.957493,0.000000
-15254983.242139,1442705.322017,73267703.187318,58.978931,-0.769978,0.788362,0.824231,0.508997,0.339206,0.561505,0.701279,0.407741,0.411180,0.424890,0.467689,0.684899,0.501533,0.349354,0.907342,0.335087,0.432798,0.529497,0.539366,0.416109,0.513675,0.286443,0.396675,0.636724,0.274431,0.201468,0.502302,0.778712,0.792142,0.461241,0.369645,0.404177,0.370567,11.298266,14.431376,0.095863,0.181396,0.673377,0.785036,0.583446,0.676283,0.849358,0.929814,0.536977,0.461242,0.034481,21.021069,0.004929,0.007086,6.963841,0.004516,0.004523,0.000698,0.002151,15254983.242139,0.000000
-14376194.773517,1329790.567137,71599995.681874,62.300314,-1.205085,0.744248,0.757052,0.551535,0.123997,0.382905,0.730865,0.438058,0.378894,0.592960,0.434013,0.712818,0.368527,0.420441,0.810707,0.322115,0.212712,0.384105,0.284607,0.089033,0.601760,0.221925,0.421356,0.498162,0.312860,0.204164,0.706393,0.783092,0.614153,0.479359,0.433157,0.302897,0.262004,11.507496,14.310585,0.162041,0.178916,0.723621,0.812125,0.636267,0.709638,0.898428,0.950220,0.700333,0.528888,0.042420,17.699686,0.005164,0.003169,5.171664,0.004484,0.004483,0.000620,0.002229,14376194.773517,0.000000
-14828493.260138,1484538.241091,72374823.320683,60.604044,-0.929053,0.857640,0.879642,0.566234,0.305755,0.564007,0.827654,0.382287,0.476969,0.427849,0.388855,0.701365,0.582419,0.439165,0.775776,0.317716,0.413848,0.575833,0.546955,0.391787,0.611269,0.315787,0.404971,0.684954,0.271009,0.262083,0.616596,0.757175,0.825370,0.552057,0.403606,0.342657,0.336300,11.794277,12.611753,0.169283,0.172242,0.697353,0.785105,0.604504,0.677392,0.875936,0.933887,0.605072,0.486966,0.097829,19.395956,0.007820,0.005368,9.845408,0.004594,0.004602,0.000692,0.002157,14828493.260138,0.000000
-16070834.489566,1370459.204848,75527169.304509,63.523362,-1.755496,0.699586,0.821482,0.520405,0.251630,0.451138,0.636925,0.473650,0.310464,0.537813,0.468640,0.692401,0.475320,0.419356,0.879949,0.274218,0.330266,0.521557,0.404211,0.268598,0.604996,0.273656,0.426803,0.532981,0.339223,0.175423,0.571422,0.935732,0.705204,0.416447,0.441691,0.329915,0.275233,11.188439,15.193653,0.124064,0.197110,0.747335,0.837073,0.664073,0.738495,0.911818,0.960701,0.827178,0.474333,0.090245,16.476638,0.007043,0.004842,5.467389,0.004596,0.004593,0.000571,0.002278,16070834.489566,0.000000
-14815390.472892,1460653.098473,74592575.451066,62.806186,-1.606690,0.614791,0.867916,0.600399,0.354271,0.633631,0.663784,0.510560,0.504907,0.208449,0.473828,0.501518,0.594298,0.474147,0.731223,0.533057,0.598696,0.553979,0.502023,0.709004,0.602158,0.187842,0.362439,0.472610,0.343680,0.144777,0.480527,0.869855,0.879682,0.425532,0.452080,0.460775,0.366818,11.861210,16.210193,0.140075,0.207028,0.739130,0.826486,0.650081,0.722478,0.909024,0.957185,0.799450,0.416303,0.025580,17.193814,0.008365,0.019400,6.150927,0.004343,0.004351,0.000445,0.002404,14815390.472892,0.000000
-13819641.660985,1307913.256071,89972182.978216,63.497889,-0.629173,0.852088,0.791971,0.351337,0.124718,0.646908,0.542437,0.256858,0.184774,0.499826,0.302616,0.786763,0.480963,0.251179,0.972330,0.382048,0.593966,0.475467,0.450630,0.253737,0.804113,0.239602,0.438658,0.503069,0.360478,0.125117,0.705785,0.775109,0.870118,0.473177,0.351920,0.298978,0.229425,10.862744,16.685430,0.044883,0.183598,0.587117,0.784846,0.516701,0.680964,0.762369,0.927525,0.466968,0.438820,0.247541,16.502111,0.004084,0.009545,1.108726,0.004177,0.004209,0.000568,0.002281,13819641.660985,0.000000
-11377588.640625,1338201.866761,79492639.404962,56.619371,-0.965849,0.850740,0.814502,0.358990,0.242886,0.507576,0.578090,0.385901,0.287318,0.692469,0.296560,0.849271,0.448990,0.404606,1.000000,0.216787,0.275665,0.685622,0.584244,0.153370,0.759478,0.153440,0.444053,0.581148,0.274585,0.126131,0.684252,0.746135,0.885280,0.511275,0.415074,0.278783,0.268344,11.635737,16.640879,0.057012,0.202213,0.667933,0.801655,0.586108,0.696897,0.855261,0.944084,0.619340,0.449062,0.065881,23.380629,0.009364,0.001986,2.744636,0.004200,0.004209,0.000583,0.002266,11377588.640625,0.000000
-17318483.430800,1338869.666596,81708853.688108,63.509500,-0.025333,0.718362,0.790066,0.514472,0.355950,0.498375,0.588540,0.431065,0.261368,0.420911,0.557848,0.693865,0.404381,0.181064,0.954993,0.266384,0.551679,0.539530,0.346087,0.403130,0.551965,0.349788,0.473409,0.570957,0.356713,0.133701,0.415319,0.795306,0.665045,0.311172,0.270755,0.355714,0.248686,10.177326,16.421159,0.029400,0.140536,0.551769,0.748611,0.477155,0.641457,0.676139,0.884033,0.025014,0.443256,0.178495,16.490500,0.000152,0.006613,4.771637,0.004081,0.004122,0.000507,0.002342,17318483.430800,0.000000
-18675406.483634,1390690.988512,93650478.255013,78.003186,-1.997367,0.610845,0.854295,0.428085,0.000000,0.740404,0.548113,0.288679,0.203793,0.554354,0.165087,0.800976,0.613650,0.448217,1.000000,0.608409,0.390724,0.666582,0.352721,0.325410,0.716205,0.196334,0.401057,0.280172,0.431659,0.351996,0.305715,0.966274,0.766074,0.480565,0.466310,0.318901,0.273570,11.734918,9.906966,0.041241,0.168219,0.717495,0.851960,0.634774,0.747791,0.882591,0.967937,0.864308,0.478953,0.051068,1.996814,0.012370,0.008638,5.387056,0.004538,0.004517,0.000407,0.002442,18675406.483634,0.000000
-17285530.478872,1414925.927898,84824473.418863,64.610472,-1.919601,0.705440,0.880915,0.414724,0.000000,0.829631,0.624618,0.313006,0.209489,0.283091,0.281116,0.907595,0.544712,0.219134,0.934027,0.819387,0.662940,0.484905,0.548212,0.351393,0.794156,0.000000,0.437300,0.409054,0.327997,0.234490,0.544908,0.960754,0.907805,0.380316,0.455951,0.322337,0.255695,12.230503,13.377654,0.192490,0.230506,0.731357,0.842516,0.652534,0.724182,0.902404,0.963587,0.853335,0.389038,0.070162,15.389528,0.002678,0.022625,4.480868,0.004535,0.004564,0.000776,0.002073,17285530.478872,0.000000
-16249816.083151,1349407.387887,78159988.528112,63.785830,-0.377573,0.824949,0.803670,0.456895,0.242972,0.598170,0.675906,0.355517,0.290799,0.535388,0.384900,0.685899,0.393170,0.283256,1.000000,0.377120,0.181974,0.548373,0.574596,0.191047,0.616931,0.305118,0.304366,0.581075,0.322431,0.225351,0.570853,0.744682,0.729112,0.438544,0.332430,0.245074,0.365326,10.903354,13.769925,0.015616,0.139453,0.619059,0.763754,0.537380,0.657819,0.789848,0.911616,0.314477,0.474847,0.035877,16.214170,0.002684,0.001892,5.114809,0.004211,0.004229,0.000584,0.002265,16249816.083151,0.000000
-16428800.611491,1362420.301647,96951204.992099,63.721311,-2.111076,0.652344,0.839865,0.446822,0.000000,0.735948,0.584710,0.336618,0.147245,0.255896,0.365341,0.878426,0.457299,0.159337,0.891871,0.825619,0.688035,0.383649,0.459410,0.367182,0.723404,0.024341,0.483492,0.376239,0.331940,0.198288,0.492493,1.000000,0.821024,0.266454,0.467862,0.307465,0.259503,11.842118,14.429100,0.196533,0.234639,0.708800,0.855801,0.637593,0.715290,0.887294,0.969266,0.878892,0.370233,0.061746,16.278689,0.000560,0.018851,3.276478,0.004345,0.004388,0.000681,0.002168,16428800.611491,0.000000
-16087464.311663,1370448.877293,80968897.209521,59.936500,-0.346145,0.824400,0.757609,0.517940,0.231811,0.594813,0.723397,0.325432,0.261580,0.441973,0.401953,0.726791,0.297280,0.275900,0.973011,0.407699,0.586346,0.503941,0.450186,0.427902,0.700160,0.209754,0.562015,0.598479,0.301750,0.159422,0.694605,0.744122,0.762682,0.332963,0.328661,0.358306,0.239879,11.095675,15.539524,0.065933,0.171999,0.600412,0.762773,0.519857,0.654980,0.769270,0.910299,0.292590,0.417550,0.221708,20.063500,0.001100,0.010887,5.089236,0.004144,0.004158,0.000586,0.002263,16087464.311663,0.000000
-14854531.546025,1357608.834980,78557489.091809,63.354257,-0.565362,0.892703,0.836165,0.419808,0.169456,0.735230,0.634657,0.306088,0.262715,0.536631,0.292231,0.802899,0.433188,0.328093,0.929367,0.363912,0.518290,0.690933,0.650531,0.299682,0.905584,0.187898,0.374934,0.566225,0.358095,0.127045,0.865650,0.731371,0.912746,0.399868,0.363595,0.290154,0.228499,11.963944,16.690794,0.109267,0.171408,0.639149,0.776801,0.555837,0.670228,0.819602,0.925004,0.431846,0.395286,0.190148,16.645743,0.005164,0.007266,5.045935,0.004505,0.004526,0.000745,0.002104,14854531.546025,0.000000
-15601611.550832,1385954.613253,75050937.130236,59.665417,-0.844160,0.790067,0.801960,0.492679,0.346688,0.493013,0.597163,0.582537,0.243974,0.500771,0.612490,0.746239,0.518622,0.213446,0.890943,0.352358,0.575474,0.613748,0.639437,0.339668,0.615073,0.306821,0.747314,0.660057,0.312409,0.123430,0.542885,0.811344,0.885029,0.371469,0.364725,0.335538,0.221082,10.187889,16.494188,0.099880,0.189987,0.676365,0.785078,0.591957,0.682400,0.849478,0.928572,0.570082,0.392720,0.227772,20.334583,0.001433,0.008957,5.572904,0.004354,0.004380,0.000655,0.002194,15601611.550832,0.000000
-16792419.157951,1375935.646574,85554099.367478,64.846524,-1.303969,0.761977,0.877063,0.455255,0.022288,0.739366,0.661784,0.295825,0.191737,0.375362,0.251018,0.729123,0.472646,0.366906,0.928728,0.486886,0.545458,0.563905,0.421109,0.424397,0.859095,0.078136,0.472317,0.426877,0.350316,0.186573,0.734940,0.852378,0.920169,0.427188,0.412386,0.322158,0.263304,12.002008,14.794998,0.219450,0.211300,0.680381,0.811077,0.602266,0.710659,0.861315,0.947249,0.728548,0.403809,0.120742,15.153476,0.006634,0.014803,6.422924,0.004789,0.004805,0.000806,0.002043,16792419.157951,0.000000
